index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
38,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,HOUSTON,3347938701,acute care hospitals,government - hospital district or authority,yes
727,10035,cullman regional medical center,1912 alabama highway 157,cullman,al,35058,CULLMAN,2567372000,acute care hospitals,government - hospital district or authority,yes
847,10043,chilton medical center,1010 lay dam road,clanton,al,35045,CHILTON,2057552500,acute care hospitals,voluntary non-profit - private,yes
296,10018,callahan eye foundation hospital,1720 university blvd,birmingham,al,35233,JEFFERSON,2053258100,acute care hospitals,voluntary non-profit - private,yes
925,10046,riverview regional medical center,600 south third street,gadsden,al,35901,ETOWAH,2565435200,acute care hospitals,proprietary,yes
659,10032,wedowee hospital,209 north main street,wedowee,al,36278,RANDOLPH,2563572111,acute care hospitals,government - local,no
683,10033,university of alabama hospital,619 south 19th street,birmingham,al,35233,JEFFERSON,2059344011,acute care hospitals,government - state,yes
287,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,SHELBY,2056208100,acute care hospitals,voluntary non-profit - church,yes
881,10045,fayette medical center,1653 temple avenue north,fayette,al,35555,FAYETTE,2059325966,acute care hospitals,voluntary non-profit - other,yes
273,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,SHELBY,2056208100,acute care hospitals,voluntary non-profit - church,yes
138,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,CRENSHAW,3343353374,acute care hospitals,government - federal,yes
955,10047,georgiana hospital,515 miranda st,georgiana,al,36033,BUTLER,3343762205,acute care hospitals,voluntary non-profit - private,no
516,10022,cherokee medical center,400 northwood dr,centre,al,35960,CHEROKEE,2569275531,acute care hospitals,voluntary non-profit - private,yes
789,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,MADISON,2562651000,acute care hospitals,government - hospital district or authority,yes
861,10044,marion regional medical center,1256 military street south,hamilton,al,35570,MARION,2059216200,acute care hospitals,voluntary non-profit - private,yes
641,10029,east alabama medical center and snf,2000 pepperell parkway,opelika,al,36801,LEE,3347493411,acute care hospitals,government - hospital district or authority,yes
738,10035,cullman regional medical center,1912 alabama highway 157,cullman,al,35058,CULLMAN,2567372000,acute care hospitals,government - hospital district or authority,yes
684,10033,university of alabama hospital,619 south 19th street,birmingham,al,35233,JEFFERSON,2059344011,acute care hospitals,government - state,yes
413,10158,russellville hospital,15155 highway 43,russellville,al,35653,FRANKLIN,2563321611,acute care hospitals,proprietary,yes
72,10006,eliza coffee memorial hospital,205 marengo street,florence,al,35631,LAUDERDALE,2567688400,acute care hospitals,voluntary non-profit - other,yes
