Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
598236,SPORT SERVICE SOLDIER FIELD /SUITE PANTRY C,SUITE PANTRY C,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS,",IL,",2011-05-23T00:00:00Z,Canvass,Pass
1154709,Black Magnet Branch,Black Magnet Branch,29382,School,Risk 1 (High),7133 S Coles (2500E),"chicago,IL,60649",2012-11-26T00:00:00Z,Canvass Re-inspection,Pass
58325,KENDALL COLLEGE,FRANKE KITCHEN ROOM 526,2013962,School,Risk 1 (High),900 N NORTH BRANCH ST,"Chicago,IL,60642",2010-02-19T00:00:00Z,License,Pass
1547148,CUPCAKES FOR COURAGE,CUPCAKES FOR COURAGE,2263359,Mobile Food Dispenser,Risk 3 (Low),108 W PARK,"ELMHURST,IL,60126",2015-06-16T00:00:00Z,License,Pass
1088221,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST,"Chicago,IL,60617",2012-07-11T00:00:00Z,License,Pass
1324368,LA CUCHARA,LA CUCHARA,2157659,Restaurant,Risk 1 (High),1521-1523 W MADISON ST,"Chicago,IL,60607",2013-03-26T00:00:00Z,License,Pass
1360827,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963511,Restaurant,Risk 1 (High),900 N NORTH BRANCH ST,"Chicago,IL,60642",2013-09-09T00:00:00Z,Canvass,Pass
557690,Cyto Fuels,Citgo,2137292,Grocery Store,Risk 3 (Low),6349 W Fullerton,",IL,",2012-01-26T00:00:00Z,License,Fail
1286000,FLAME N HOT CONVENIENCE,FLAME N HOT CONVENIENCE,2093341,Grocery Store,Risk 3 (Low),1922 E 79TH ST,"CHCHICAGO,IL,60649",2012-10-19T00:00:00Z,Canvass Re-inspection,Pass
1975747,"OBERWEIS DAIRY, INC",OBERWEIS DAIRY,2180056,Restaurant,Risk 2 (Medium),3055 N SHEFFIELD AVE,",IL,",2016-11-18T00:00:00Z,Complaint,Fail
