Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1989551,CAFE 222 LLC,CAFE 222 LLC,2496207,RESTAURANT,Risk 1   (High),222 N CANAL ST,"Chicago,IL,60606",02/23/2017,License,PASS
1989406,ABUNDANT RESTAURANT,ABUNDANT RESTAURANT,2334464,MOBILE FOOD DISPENSER,Risk 3 (Low),1509 SIBLEY BLVD,"CALUMET CITY,IL,60409",02/21/2017,License,PASS W/ CONDITIONS
1560022,BRITISH AIRWAYS,BRITISH AIRWAYS,0,RESTAURANT,Risk 1 (High),11601 W TOUHY AVE,",IL,60666",07/08/2015,Canvass Re-inspection,PASS
397237,SUN FRESH MARKET & DELI,SUN FRESH MARKET & DELI,2021825,GROCERY STORE,Risk 1 (High),3640 N CENTRAL AVE,"CCHICAGO,IL,60634",11/23/2010,Complaint,FAIL
2070140,KATANA (刀),KATANA,2528611,RESTAURANT,Risk 1 (High),339 N DEARBORN ST,"CHICAGOCHICAGO,IL,60654",07/20/2017,License,PASS
1966010,BAMBU DESSERTS AND DRINKS,,2458787,,,5010 N BROADWAY,",IL,60640",10/05/2016,License,NOT READY
1234521,"Remedy Chicago, Inc.",,2179135,MOBILE FOOD DISPENSER,Risk 3 (Low),970 Criss CIR,"ELK GROVE VILLAGE,IL,60007",08/09/2012,License,PASS
1610095,EBERHART ELEMENTARY SCHOOL,EBERHART ELEMENTARY SCHOOL,23041,SCHOOL,Risk 1 (High),3400 W 65th PL,"chicago,IL,60629",01/25/2016,Canvass,PASS
1188609,LUTZ CONTINENTAL CAFE & PASTRY SHOP,LUTZ CONTINENTAL CAFE & PASTRY SHOP,1356917,BAKERY,Risk 2 (Medium),2454-2458 W MONTROSE AVE,"CCHICAGO,IL,60618",05/06/2013,Canvass Re-inspection,PASS
1076261,PAPA T'S ITALIANO,,1681039,MOBILE FOOD DISPENSER,Risk 3 (Low),2843 W 63RD ST,"INACTIVE,IL,60629",04/27/2012,Canvass,OUT OF BUSINESS
