Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1575966,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,SCHOOL,RISK 1 (HIGH),1034 N Wells ST,"CHicago,IL,60610",09/23/2015,Canvass,Pass w/ Conditions
1096351,South Loop Elementary,South Loop Elementary,1745,SCHOOL,RISK 1 (HIGH),1212 S Plymouth CT,"Chicago,IL,60605",06/06/2012,Canvass,Pass
1562130,PARKWEST LIQUORS AND SMOKE SHOP,PARKWEST LIQUORS,2354157,GROCERY STORE,RISK 3 (LOW),2570 N LINCOLN AVE,",IL,",08/12/2015,License,Fail
1286341,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,GROCERY STORE,RISK 2 (MEDIUM),23 N WESTERN AVE,"Chicago,IL,60612",10/07/2013,Complaint Re-inspection,Pass
251137,"DOLLAR TREE STORE, INC.",,1954150,GROCERY STORE,RISK 3 (LOW),5235-5237 N BROARDWAY,",IL,",06/22/2010,License Re-inspection,Pass
2051025,K INTERCONTINENTAL RESTAURANT,K INTERCONTINENTAL RESTAURANT (MOBILE FOOD),2523116,MOBILE FOOD DISPENSER,RISK 3 (LOW),951 W WISE RD,"SCHAUMBURG,IL,60193",05/24/2017,License,Pass
250605,Bradwell School of Excellence,Myra Bradwell Math Science and Technology Academy,22291,SCHOOL,RISK 1 (HIGH),7736 S Burnham (2800E),"chicago,IL,60649",06/07/2010,Canvass,Pass
1513072,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,SCHOOL,RISK 1 (HIGH),1034 N Wells ST,"CHicago,IL,60610",12/16/2014,Canvass,Fail
2009394,BISI RESTAURANT,BISI RESTAURANT,2374042,MOBILE FOOD DISPENSER,RISK 3 (LOW),853 S ROSELLE RD,"SCHAUMBURG,IL,60193",03/28/2017,License,Pass
1578775,RESIDENCE INN CHICAGO DOWNTOWN,RESIDENCE INN CHICAGO DOWNTOWN,2391645,RESTAURANT,RISK 3 (LOW),11 S LA SALLE ST,"Chicago,IL,60603",10/09/2015,License Re-inspection,Pass
