Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1970230,CHICAGO PIZZA BOSS,CHICAGO PIZZA BOSS,2240789,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT,"schaumburg,il,60193",10/25/2016,License,NOT READY
2064655,IZAKAYA YUME,IZAKAYA YUME,2476379,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT,"schaumburg,il,60193",06/21/2017,Canvass Re-inspection,FAIL
1566316,"AMY BECK CAKE DESIGN, LLC","AMY BECK CAKE DESIGN, LLC",2079264,Bakery,Risk 1 (High),636 N RACINE AVE,",,60642",08/17/2015,Canvass Re-inspection,PASS
1234520,"Remedy Chicago, Inc.",,2179338,Mobile Food Dispenser,Risk 3 (Low),970 Criss CIR,"elk grove village,il,60007",08/09/2012,License,PASS
1235091,"JUST LIKE HOME, BALDWIN DAY CARE","JUST LIKE HOME, BALDWIN DAY CARE",1942897,Daycare Combo 1586,Risk 1 (High),301 E 79th ST,"Chicago,IL,60619",08/27/2012,License,NO ENTRY
612233,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,Risk 1 (High),1034 N Wells ST,"chicago,il,60610",05/24/2011,Canvass Re-inspection,PASS
1445319,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE,"chicago,il,60612",06/18/2015,Canvass,OUT OF BUSINESS
525340,Manierre,Manierre,24311,School,Risk 1 (High),1420 N Hudson (432W),"chestnut street,il,60610",06/06/2011,Canvass,PASS
577788,Carson (Old),Carson (Old),22601,School,Risk 1 (High),5516 S Maplewood (2532W) AVE,"chicago,IL,60629",02/02/2012,Canvass,PASS
58348,UNIVERSITY OF AESTHETICS/TOUCH CLINIC,UNIVERSITY OF AESTHETICS/TOUCH CLINIC,0,,,1357 N MILWAUKEE AVE,",IL,60622",03/04/2010,Short Form Complaint,PASS
