Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1932798,STANDING PASSENGERS INC.,STANDING PASSENGERS INC.,2446708,Restaurant,Risk 2 (Medium),1458 W Chicago AVE ,"Chicago,IL,60642",06/15/2016,License,Pass
2009414,BRITISH AIRWAYS,BRITISH AIRWAYS-1ST CLASS (T5-M12),2517808,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,",IL,60666",03/28/2017,License,Fail
1989214,HALSTED STREET DELI & BAGEL,,2358755,Restaurant,Risk 1 (High),133 N WELLS ST ,",IL,",02/16/2017,Canvass,"Out of Business"
229238,KENDALL COLLEGE,COOKTEK PASTRY #1,2013962,School,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,Pass
1589085,McDONALDS,MCDONALD'S,2397974,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",12/02/2015,Complaint Re-inspection,OUT OF BUSINESS
1115029,SPORT SERVICE SOLDIER FIELD,SUITE PANTRY B,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR. ,",IL,",09/19/2013,Canvass,out of business;
1490851,AFRACAN FOOD,AFRACAN FOOD,1681317,Grocery Store,Risk 2 (Medium),4348 N ELSTON AVE ,"Chicago,IL,60641",07/22/2014,Canvass,OOB
1361350,CMM CATERING COMPANY,,2153524,Restaurant,Risk 1 (High),1527 W CHICAGO ,"Chicago,IL,60642",09/19/2013,Complaint,Fail
1990118,7-ELEVEN # 37622A,7 ELEVEN,2442933,Grocery Store,Risk 1 (High),4 W JACKSON BLVD ,",IL,",03/07/2017,Canvass,[Out of Business]
670285,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",02/07/2012,Complaint,Pass
