Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
58319,KENDALL COLLEGE,LAB KITCHEN A ROOM 120A,2013962,  SCHOOL ,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,Pass
1239213,STEVE'S 77 ICE CREAM,STEVE'S 77 ICE CREAM,2211452, MOBILE FROZEN DESSERTS VENDOR  ,Risk 3 (Low),5350 W 38TH ST ,"CICERO,IL,60804",04/16/2014,License,Pass w/ Conditions
1336071,A-MI-THA RESTAURANT,A-MI-THA RESTAURANT,1143174,  RESTUARANT  ,Risk 1 (High),6207 N MILWAUKEE AVE ,"Chicago,IL,60646",06/12/2013,Canvass Re-inspection,Pass
1497352,QUICKISS,ONE STOP PANTRY,2252588, GROCERYST. ,Risk 2 (Medium),4245 W ARMITAGE AVE ,",IL,60639",09/30/2014,Canvass,Out of Business
1513072,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020, school  ,Risk 1 (High),1034 N Wells ST ,"CHicago,IL,60610",12/16/2014,Canvass,Fail
229238,KENDALL COLLEGE,COOKTEK PASTRY #1,2013962,   school ,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,Pass
577789,Carson (New),Carson (New),70217, schoool   ,Risk 1 (High),2550 W 56th (5600S) ST ,"chicago,IL,60629",02/02/2012,Canvass,Fail
1215083,CMM CATERING COMPANY,,2153524,   [RESATUARANT] ,Risk 1 (High),1527 W CHICAGO ,"Chicago,IL,60642",05/17/2012,License,Fail
1353600,SUPERMERCADO CARDENAS,SUPERMERCADO CARDENAS,1596877,   GROCRY STORE  ,Risk 1 (High),3440 W MONTROSE AVE ,"Chicago,IL,60618",07/11/2013,Canvass,Fail
2009745,LITTLE LULU'S ITALIAN ICE,LITTLE LULU'S ITALIAN ICE,2522507, restraunt ,Risk 3 (Low),9416 W IRVING PARK RD ,"SCHILLER PARK,IL,60176",04/04/2017,License,Pass
