Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
598236,SPORT SERVICE SOLDIER FIELD /SUITE PANTRY C,SUITE PANTRY C,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS ,",IL,",05/23/2011,Canvass,Pass
1154709,Black Magnet Branch,Black Magnet Branch,29382,School,Risk 1 (High),7133 S Coles (2500E) ,"chicago,IL,60649",__11/26/2012__,Canvass Re-inspection,Pass
58325,KENDALL COLLEGE,FRANKE KITCHEN ROOM 526,2013962,School,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,Pass
1547148,CUPCAKES FOR COURAGE,CUPCAKES FOR COURAGE,2263359,Mobile Food Dispenser,Risk 3 (Low),108 W PARK ,"ELMHURST,IL,60126",  06/16/2015  ,License,Pass
1088221,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST ,"Chicago,IL,60617",07/11/2012,License,Pass
1324368,LA CUCHARA,LA CUCHARA,2157659,Restaurant,Risk 1 (High),1521-1523 W MADISON ST ,"Chicago,IL,60607",03/26/2013,License,Pass
1360827,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963511,Restaurant,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",09/09/2013,Canvass,Pass
557690,Cyto Fuels,Citgo,2137292,Grocery Store,Risk 3 (Low),6349 W Fullerton ,",IL,",01/26/2012,License,Fail
1286000,FLAME N HOT CONVENIENCE,FLAME N HOT CONVENIENCE,2093341,Grocery Store,Risk 3 (Low),1922 E 79TH ST ,"CHCHICAGO,IL,60649",10/19/2012,Canvass Re-inspection,Pass
1975747,"OBERWEIS DAIRY, INC",OBERWEIS DAIRY,2180056,Restaurant,Risk 2 (Medium),3055 N SHEFFIELD AVE ,",IL,",11/18/2016,Complaint,Fail
