Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
58319,KENDALL COLLEGE,LAB KITCHEN A ROOM 120A,2013962,School,Risk_1_(High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,__pass__
1566657,BRITISH AIRWAYS,BRITISH AIRWAYS,0,Restaurant,__Risk_1_(High)__,11601 W TOUHY AVE ,",IL,60666",08/24/2015,Short Form Complaint,psas
1336071,A-MI-THA RESTAURANT,A-MI-THA RESTAURANT,1143174,Restaurant,Risk 1 (loww),6207 N MILWAUKEE AVE ,"Chicago,IL,60646",06/12/2013,Canvass Re-inspection,paas
1497352,QUICKISS,ONE STOP PANTRY,2252588,Grocery Store,Risk 2 (Medium),4245 W ARMITAGE AVE ,",IL,60639",09/30/2014,Canvass,out_of_business
1513072,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,risk_1_(high),1034 N Wells ST ,"CHicago,IL,60610",12/16/2014,Canvass,f@il
229238,KENDALL COLLEGE,COOKTEK PASTRY #1,2013962,School,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,p@ss
577789,Carson (New),Carson (New),70217,School,Risk 1 (L0w),2550 W 56th (5600S) ST ,"chicago,IL,60629",02/02/2012,Canvass,Fail
1215083,CMM CATERING COMPANY,,2153524,Restaurant,risk_1_(high),1527 W CHICAGO ,"Chicago,IL,60642",05/17/2012,License,faild
1353600,SUPERMERCADO CARDENAS,SUPERMERCADO CARDENAS,1596877,Grocery Store,Risk 1 (Lo),3440 W MONTROSE AVE ,"Chicago,IL,60618",07/11/2013,Canvass,fial
2009745,LITTLE LULU'S ITALIAN ICE,LITTLE LULU'S ITALIAN ICE,2522507,Mobile Frozen Desserts Vendor,__Risk_3_(Low)__,9416 W IRVING PARK RD ,"SCHILLER PARK,IL,60176",04/04/2017,License,psas
