Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
"1,932,798",  STANDING PASSENGERS INC.  ,STANDING PASSENGERS INC.,2446708,Restaurant,Risk 2 (Medium),1458 W Chicago AVE ,"Chicago,IL,60642",06/15/2016,License,Pass
"2,009,414",BRITISH AIRWAYS,BRITISH AIRWAYS-1ST CLASS (T5-M12),2517808,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,",IL,60666",03/28/2017,License,Fail
250605,Bradwell_School_of_Excellence,Myra Bradwell Math Science and Technology Academy,22291,School,Risk 1 (High),7736 S Burnham (2800E) ,"chicago,IL,60649",06/07/2010,Canvass,Pass
"229,238",  kendall college  ,COOKTEK PASTRY #1,2013962,School,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",02/19/2010,License,Pass
1589085,__McDONALDS__,MCDONALD'S,2397974,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",12/02/2015,Complaint Re-inspection,Pass
1115029,  sport service soldier field  ,SUITE PANTRY B,1354323,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR. ,",IL,",09/19/2013,Canvass,Out of Business
"1,490,851",  afracan food  ,AFRACAN FOOD,1681317,Grocery Store,Risk 2 (Medium),4348 N ELSTON AVE ,"Chicago,IL,60641",07/22/2014,Canvass,Out of Business
1361350,CMM CATERING COMPANY,,2153524,Restaurant,Risk 1 (High),1527 W CHICAGO ,"Chicago,IL,60642",09/19/2013,Complaint,Fail
1166336,AFRACAN FOOD,AFRACAN FOOD,1681317,Grocery Store,Risk 2 (Medium),4348 N ELSTON AVE ,"Chicago,IL,60641",06/14/2013,Canvass,Pass
670285,mcdonald's corporation,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",02/07/2012,Complaint,Pass
