Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1734950,Carson (Old),Carson (Old),22601,School,Risk 1 (High),5516 S Maplewood (2532W) AVE ,"chicago,IL,60629",03/29/2016,Canvass,Pass
1138328,Manierre,Manierre,24311,School,Risk 1 (High),1420 N Hudson (432W) ,"CHESTNUT STREET,IL,60610",06/08/2012,Canvass,p@ss
1931384,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,2013962,COLLEGE,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",05/23/2016,Canvass Re-inspection,p@ss
419250,OSCO DRUG #3632,OSCO DRUG #3632,2037183,Liquor,Risk 3 (Low),3630 N SOUTHPORT AVE ,",IL,",10/06/2010,License,fal
63277,SUN FOOD MART,SUN FOOD MART,2009479,Grocery Store,Risk 3 (Low),3601 W CERMAK RD ,",IL,",02/24/2010,Short Form Complaint,p@ss
577789,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST ,"chicago,IL,60629",02/02/2012,Canvass,faild
2009847,ROANOKE,RESIDENCE INN,2398426,Restaurant,Risk 1 (High),11 S LA SALLE ST ,"Chicago,IL,60603",04/05/2017,Canvass,Pass
1978218,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,2013962,COLLEGE,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",12/15/2016,Canvass,Pass
2059479,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST ,"chicago,IL,60629",06/02/2017,Canvass Re-inspection,Pass
1981871,EBERHART ELEMENTARY SCHOOL,EBERHART ELEMENTARY SCHOOL,23041,School,Risk 1 (High),3400 W 65th PL ,"chicago,IL,60629",01/23/2017,Canvass,Pass
