Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
585974,KIDS COUNT TOO DAYCARE,,1818288,RESTAURANT,RISK 1 (HIGH),2671 E 75TH ST,",IL,60649",07/25/2011,License,Out of Business
1502028,"51 HALSTED, INC.","51 HALSTED, INC.",2355181,RESTAURANT,RISK 3 (LOW),5101-5109 S HALSTED ST,",IL,60609",11/18/2014,License Re-inspection,Pass
1949066,MY FIT FOODS,MY FIT FOODS,2229577,GROCERY STORE,RISK 3 (LOW),3701 N HALSTED ST,",IL,",08/09/2016,Canvass,Pass
1360260,Leslie's Pizza Corp,Leslie's Pizza Corp,1985290,RESTAURANT,RISK 1 (HIGH),3107 S 71st ST BSMT,"Chicago,IL,60629",08/14/2013,Canvass,Out of Business
1566657,BRITISH AIRWAYS,BRITISH AIRWAYS,0,RESTAURANT,RISK 1 (HIGH),11601 W TOUHY AVE,",IL,60666",08/24/2015,Short Form Complaint,Pass
2028665,BOP BAR KOREAN FOOD,BOP BAR KOREAN FOOD,2438187,MOBILE PREPARED FOOD VENDOR,RISK 2 (MEDIUM),239 GOLF MILL CENTER STE 322,"NILES NILES,IL,60714",04/20/2017,Canvass,Pass w/ Conditions
659932,GRANDPA RON'S COMFORT FOOD INC,GRANDPA RON'S COMFORT FOOD INC,2134505,SCHOOL,RISK 1 (HIGH),425 WALNUT DR,"STREAMWOOD,IL,60107",01/09/2012,License,Pass
1546615,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,RESTAURANT,RISK 1 (HIGH),3440 W MONTROSE AVE,"Chicago,IL,60618",06/02/2015,Canvass,Out of Business
1683232,HALSTED STREET DELI & BAGEL,,2358755,GROCERY STORE,RISK 1 (HIGH),133 N WELLS ST,",IL,",02/18/2016,Canvass Re-inspection,Pass
2064626,"A 87 CAFE AND RESTAURANT,CORP","A 87  CAFE AND RESTAURANT,CORP",2535691,SCHOOL,RISK 1 (HIGH),4393 N ELSTON,",IL,60641",06/20/2017,License Re-inspection,Pass
