Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1076271,SUPERHEROES ICE CREAM INC.,SUPERHEROES ICE CREAM INC.,2152498,Mobile Food Dispenser,Risk 3 (Low),5963 S ARCHER RD,"SUMMIT,IL,60501",05/02/2012,LICENSE,Fail
419465,ROCKWELL MINI MART,,2060790,Restaurant,Risk 3 (Low),4634 N ROCKWELL ST,",IL,",10/14/2010,LICENSE,Fail
1527454,HUDSON NEWS GATE F8,HUDSON NEWS T2 F8,2385220,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE,",IL,60666",03/03/2015,LICENSE,Pass
1763421,LUTZ CONTINENTAL CAFE & PASTRY SHOP,LUTZ CONTINENTAL CAFE & PASTRY SHOP,1356917,Bakery,Risk 2 (Medium),2454-2458 W MONTROSE AVE,"CCHICAGO,IL,60618",04/22/2016,CANVASS,Pass
1229732,PLATES UP CATERING,PLATES UP CATERING,2162504,Shared Kitchen User (Short Term),Risk 1 (High),4129 191ST CT,"COUNTRY CLUB HILLS,IL,60478",06/20/2012,LICENSE,Pass
1375290,TIPSYCAKE,TIPSYCAKE,2107949,Bakery,Risk 2 (Medium),1944 N DAMEN AVE,"chicago,IL,60647",11/08/2013,CANVASS,Out of Business
491395,SUPREME CATERING,SUPREME CATERING,1678591,Mobile Food Dispenser,Risk 3 (Low),1900 MAYWOOD DR,"MAYWOOD,IL,60153",01/26/2011,LICENSE RE-INSPECTION,Pass
2009745,LITTLE LULU'S ITALIAN ICE,LITTLE LULU'S ITALIAN ICE,2522507,Mobile Frozen Desserts Vendor,Risk 3 (Low),9416 W IRVING PARK RD,"SCHILLER PARK,IL,60176",04/04/2017,LICENSE,Pass
1361182,CUPCAKES FOR COURAGE,CUPCAKES FOR COURAGE,2263359,Mobile Food Dispenser,Risk 3 (Low),108 W PARK,"ELMHURST,IL,60126",09/24/2013,LICENSE,Fail
1977089,SUBWAY,,1991157,Restaurant,Risk 2 (Medium),2184 N CLYBOURN BLDG,",IL,",12/13/2016,CANVASS,Out of Business
