index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
842,10043,chilton medical center,1010 lay dam road,clanton,al,35045,CHILTON,2057552500,ACUTE CARE HOSPITALS,voluntary non-profit - private,yes
957,10049,medical center enterprise,400 n edwards street,enterprise,al,36330,COFFEE,3343470584,ACUTE CARE HOSPITALS,proprietary,yes
545,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,MONTGOMERY,3342938000,ACUTE CARE HOSPITALS,voluntary non-profit - private,yes
174,10010,marshall medical center north,8000 alabama highway 69,guntersville,al,35976,MARSHALL,2565718000,ACUTE CARE HOSPITALS,government - hospital district or authority,yes
760,10036,andalusia regional hospital,849 south three notch street,andalusia,al,36420,COVINGTON,3342228466,ACUTE CARE HOSPITALS,proprietary,no
956,10049,medical center enterprise,400 n edwards street,enterprise,al,36330,COFFEE,3343470584,ACUTE CARE HOSPITALS,proprietary,yes
122,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,CRENSHAW,3343353374,ACUTE CARE HOSPITALS,government - federal,yes
231,10012,dekalb regional medical center,200 med center drive,fort payne,al,35968,DE KALB,2568453150,ACUTE CARE HOSPITALS,voluntary non-profit - church,yes
12,10019,helen keller memorial hospital,1300 south montgomery avenue,sheffield,al,35660,JEFFERSON,2563864556,ACUTE CARE HOSPITALS,government - hospital district or authority,yes
121,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,CRENSHAW,3343353374,ACUTE CARE HOSPITALS,government - federal,yes
660,10032,wedowee hospital,209 north main street,wedowee,al,36278,RANDOLPH,2563572111,ACUTE CARE HOSPITALS,government - local,no
420,10164,coosa valley medical center,315 w hickory st,sylacauga,al,35150,TALLADEGA,2562495000,ACUTE CARE HOSPITALS,voluntary non-profit - other,no
192,10010,marshall medical center north,8000 alabama highway 69,guntersville,al,35976,MARSHALL,2565718000,ACUTE CARE HOSPITALS,government - hospital district or authority,yes
945,10047,georgiana hospital,515 miranda st,georgiana,al,36033,BUTLER,3343762205,ACUTE CARE HOSPITALS,voluntary non-profit - private,no
393,10108,prattville baptist hospital,124 s memorial dr,prattville,al,36067,AUTAUGA,3343614267,ACUTE CARE HOSPITALS,voluntary non-profit - private,yes
418,10164,coosa valley medical center,315 w hickory st,sylacauga,al,35150,TALLADEGA,2562495000,ACUTE CARE HOSPITALS,voluntary non-profit - other,no
846,10043,chilton medical center,1010 lay dam road,clanton,al,35045,CHILTON,2057552500,ACUTE CARE HOSPITALS,voluntary non-profit - private,yes
815,10040,gadsden regional medical center,1007 goodyear avenue,gadsden,al,35903,ETOWAH,2564944000,ACUTE CARE HOSPITALS,proprietary,yes
773,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,CALHOUN,2562358900,ACUTE CARE HOSPITALS,proprietary,yes
375,10086,northwest medical center,1530 u s highway 43,winfield,al,35594,MARION,2054877736,ACUTE CARE HOSPITALS,proprietary,yes
