Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1279241,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE,"Chicago,IL,60612",10/12/2012,Complaint,FAIL
1138328,Manierre,Manierre,24311,School,Risk 1 (High),1420 N Hudson (432W),"CHESTNUT STREET,IL,60610",06/08/2012,Canvass,PASS
1931384,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,2013962,COLLEGE,Risk 1 (High),900 N NORTH BRANCH ST,"Chicago,IL,60642",05/23/2016,Canvass Re-inspection,PASS
1960254,ROANOKE,RESIDENCE INN,2398426,Restaurant,Risk 1 (High),11 S LA SALLE ST,"Chicago,IL,60603",09/13/2016,Canvass,PASS
419250,OSCO DRUG #3632,OSCO DRUG #3632,2037183,Liquor,Risk 3 (Low),3630 N SOUTHPORT AVE,",IL,",10/06/2010,License,FAIL
63277,SUN FOOD MART,SUN FOOD MART,2009479,Grocery Store,Risk 3 (Low),3601 W CERMAK RD,",IL,",02/24/2010,Short Form Complaint,PASS
577789,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST,"chicago,IL,60629",02/02/2012,Canvass,FAIL
2009847,ROANOKE,RESIDENCE INN,2398426,Restaurant,Risk 1 (High),11 S LA SALLE ST,"Chicago,IL,60603",04/05/2017,Canvass,PASS
176288,LA QUEBRADA #5,LA QUEBRADA #5,1953630,Restaurant,Risk 1 (High),3816 W 63RD ST,"chicago,IL,60629",02/18/2010,Canvass,PASS
1473851,BOHO BOHEMIAN HOUSE,BOHO,2303850,Restaurant,Risk 1 (High),11 W ILLINOIS ST,",IL,",06/19/2014,License,PASS
