Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1202381,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,RESTAURANT,Risk 2 (Medium),23 N WESTERN AVE,"Chicago,IL,60612",08/07/2012,Short Form Complaint,Pass
1566398,RESIDENCE INN CHICAGO DOWNTOWN,RESIDENCE INN CHICAGO DOWNTOWN,2391646,RESTAURANT,Risk 3 (Low),11 S LA SALLE ST,"Chicago,IL,60603",08/18/2015,License,Fail
472128,JUMPIN JUICE AND JAVA,JUMPIN JUICE AND JAVA,1475897,,Risk 3 (Low),6606 W NORTH AVE,"Chicago,IL,60707",12/08/2010,Canvass,Out of Business
606466,THREE CHEFS RESTURANT,THREE CHEFS RESTURANT,2009471,RESTAURANT,Risk 1 (High),8125 S HALSTED ST,",IL,60620",11/02/2011,Complaint,Fail
1566401,ROANOKE,RESIDENCE INN,2398426,RESTAURANT,Risk 1 (High),11 S LA SALLE ST,"Chicago,IL,60603",08/18/2015,License,Pass
1447516,HALSTED STREET DELI & BAGEL,,2358755,RESTAURANT,Risk 1 (High),133 N WELLS ST,",IL,",10/10/2014,License Re-inspection,Pass
1234845,"OBERWEIS DAIRY, INC",OBERWEIS DAIRY,2180056,RESTAURANT,Risk 2 (Medium),3055 N SHEFFIELD AVE,",IL,",08/23/2012,License,Fail
1546319,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,GROCERY STORE,Risk 1 (High),3440 W MONTROSE AVE,"Chicago,IL,60618",05/22/2015,Canvass,Fail
1296685,Bradwell School of Excellence,Myra Bradwell Math Science and Technology Academy,22291,SCHOOL,Risk 1 (High),7736 S Burnham (2800E),"chicago,IL,60649",11/14/2013,Canvass Re-inspection,Pass
598237,SPORT SERVICE SOLDIER FIELD/SUITE PANTRY D,SUITE PANTRY D,1354323,RESTAURANT,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR.,",IL,",05/24/2011,Canvass,Pass
