index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
519,10023,baptist medical center south,2105 east south boulevard,montgomery,al,36116,montgomery,3342882100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,yes
872,10044,marion regional medical center,1256 military street south,hamilton,al,35570,marion,2059216200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
798,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,madison,2562651000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
275,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,shelby,2056208100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,yes
326,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,calhoun,2562358900,ACUTE CARE HOSPITALS,PROPRIETARY,yes
828,10043,chilton medical center,1010 lay dam road,clanton,al,35045,chilton,2057552500,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
767,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,calhoun,2562358900,ACUTE CARE HOSPITALS,PROPRIETARY,yes
833,10043,chilton medical center,1010 lay dam road,clanton,al,35045,chilton,2057552500,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
932,10047,georgiana hospital,515 miranda st,georgiana,al,36033,butler,3343762205,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,no
369,10086,northwest medical center,1530 u s highway 43,winfield,al,35594,marion,2054877736,ACUTE CARE HOSPITALS,PROPRIETARY,yes
563,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,montgomery,3342938000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
382,10087,univ of south alabama medical center,2451 fillingim street,mobile,al,36617,mobile,2514717110,ACUTE CARE HOSPITALS,GOVERNMENT - STATE,yes
508,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
507,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
4,10018,callahan eye foundation hospital,1720 university blvd,birmingham,al,35233,jefferson,2053258100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
843,10043,chilton medical center,1010 lay dam road,clanton,al,35045,chilton,2057552500,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
137,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,crenshaw,3343353374,ACUTE CARE HOSPITALS,GOVERNMENT - FEDERAL,yes
939,10047,georgiana hospital,515 miranda st,georgiana,al,36033,butler,3343762205,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,no
855,10044,marion regional medical center,1256 military street south,hamilton,al,35570,marion,2059216200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
191,10010,marshall medical center north,8000 alabama highway 69,guntersville,al,35976,marshall,2565718000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
