index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
545,10024,JACKSON HOSPITAL & CLINIC INC,1725 pine street,montgomery,al,36106,montgomery,3342938000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
516,10022,CHEROKEE MEDICAL CENTER,400 northwood dr,centre,al,35960,cherokee,2569275531,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
194,10010,MARSHALL MEDICAL CENTER NORTH,8000 alabama highway 69,guntersville,al,35976,marshall,2565718000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
12,10019,HELEN KELLER MEMORIAL HOSPITAL,1300 south montgomery avenue,sheffield,al,35660,jefferson,2563864556,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
280,10016,SHELBY BAPTIST MEDICAL CENTER,1000 first street north,alabaster,al,35007,shelby,2056208100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,yes
654,10032,WEDOWEE HOSPITAL,209 north main street,wedowee,al,36278,randolph,2563572111,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,no
644,10032,WEDOWEE HOSPITAL,209 north main street,wedowee,al,36278,randolph,2563572111,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,no
764,10036,ANDALUSIA REGIONAL HOSPITAL,849 south three notch street,andalusia,al,36420,covington,3342228466,ACUTE CARE HOSPITALS,PROPRIETARY,no
199,10011,ST VINCENTS EAST,50 medical park east drive,birmingham,al,35235,jefferson,2058383122,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
722,10035,CULLMAN REGIONAL MEDICAL CENTER,1912 alabama highway 157,cullman,al,35058,cullman,2567372000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
237,10012,DEKALB REGIONAL MEDICAL CENTER,200 med center drive,fort payne,al,35968,de kalb,2568453150,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,yes
501,10022,CHEROKEE MEDICAL CENTER,400 northwood dr,centre,al,35960,cherokee,2569275531,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
568,10025,G H LANIER MEMORIAL HOSPITAL,4800 48th st,valley,al,36854,chambers,3347561400,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,yes
980,10049,MEDICAL CENTER ENTERPRISE,400 n edwards street,enterprise,al,36330,coffee,3343470584,ACUTE CARE HOSPITALS,PROPRIETARY,yes
970,10049,MEDICAL CENTER ENTERPRISE,400 n edwards street,enterprise,al,36330,coffee,3343470584,ACUTE CARE HOSPITALS,PROPRIETARY,yes
907,10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 south third street,gadsden,al,35901,etowah,2565435200,ACUTE CARE HOSPITALS,PROPRIETARY,yes
61,10005,MARSHALL MEDICAL CENTER SOUTH,2505 u s highway 431 north,boaz,al,35957,marshall,2565938310,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
354,10085,DECATUR GENERAL HOSPITAL,1201 7th street se,decatur,al,35609,morgan,2563412000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
930,10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 south third street,gadsden,al,35901,etowah,2565435200,ACUTE CARE HOSPITALS,PROPRIETARY,yes
337,10055,FLOWERS HOSPITAL,4370 west main street,dothan,al,36305,houston,3347935000,ACUTE CARE HOSPITALS,PROPRIETARY,yes
