index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
3,10018,callahan eye foundation hospital,1720 university blvd,BIRMINGHAM,al,35233,jefferson,2053258100,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,YES
880,10045,fayette medical center,1653 temple avenue north,FAYETTE,al,35555,fayette,2059325966,acute care hospitals,VOLUNTARY NON-PROFIT - OTHER,YES
58,10005,marshall medical center south,2505 u s highway 431 north,BOAZ,al,35957,marshall,2565938310,acute care hospitals,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,YES
497,10022,cherokee medical center,400 northwood dr,CENTRE,al,35960,cherokee,2569275531,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,YES
612,10027,elba general hospital,987 drayton street,ELBA,al,36323,coffee,3348972257,acute care hospitals,VOLUNTARY NON-PROFIT - OTHER,YES
46,10005,marshall medical center south,2505 u s highway 431 north,BOAZ,al,35957,marshall,2565938310,acute care hospitals,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,YES
201,10011,st vincents east,50 medical park east drive,BIRMINGHAM,al,35235,jefferson,2058383122,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,YES
666,10032,wedowee hospital,209 north main street,WEDOWEE,al,36278,randolph,2563572111,acute care hospitals,GOVERNMENT - LOCAL,NO
604,10027,elba general hospital,987 drayton street,ELBA,al,36323,coffee,3348972257,acute care hospitals,VOLUNTARY NON-PROFIT - OTHER,YES
300,10018,callahan eye foundation hospital,1720 university blvd,BIRMINGHAM,al,35233,jefferson,2053258100,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,YES
214,10011,st vincents east,50 medical park east drive,BIRMINGHAM,al,35235,jefferson,2058383122,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,YES
66,10005,marshall medical center south,2505 u s highway 431 north,BOAZ,al,35957,marshall,2565938310,acute care hospitals,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,YES
451,20018,yukon kuskokwim delta reg hospital,po box 287,BETHEL,ak,99559,bethel,9075436300,acute care hospitals,GOVERNMENT - FEDERAL,NO
129,10008,crenshaw community hospital,101 hospital circle,LUVERNE,al,36049,crenshaw,3343353374,acute care hospitals,GOVERNMENT - FEDERAL,YES
99,10007,mizell memorial hospital,702 n main st,OPP,al,36467,covington,3344933541,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,NO
857,10044,marion regional medical center,1256 military street south,HAMILTON,al,35570,marion,2059216200,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,YES
149,10009,hartselle medical center,201 pine street northwest,HARTSELLE,al,35640,morgan,2567736511,acute care hospitals,PROPRIETARY,YES
698,10034,community hospital inc,805 friendship road,TALLASSEE,al,36078,elmore,3342836541,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATE,NO
11,10019,helen keller memorial hospital,1300 south montgomery avenue,SHEFFIELD,al,35660,jefferson,2563864556,acute care hospitals,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,YES
917,10046,riverview regional medical center,600 south third street,GADSDEN,al,35901,etowah,2565435200,acute care hospitals,PROPRIETARY,YES
