Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
1202381,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,RESTAURANT,RISK 2 (MEDIUM),23 N WESTERN AVE,"Chicago,IL,60612",08/07/2012,Short Form Complaint,Pass
1566398,RESIDENCE INN CHICAGO DOWNTOWN,RESIDENCE INN CHICAGO DOWNTOWN,2391646,RESTAURANT,RISK 3 (LOW),11 S LA SALLE ST,"Chicago,IL,60603",08/18/2015,License,Fail
472128,JUMPIN JUICE AND JAVA,JUMPIN JUICE AND JAVA,1475897,,RISK 3 (LOW),6606 W NORTH AVE,"Chicago,IL,60707",12/08/2010,Canvass,Out of Business
1546613,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,GROCERY STORE,RISK 1 (HIGH),3440 W MONTROSE AVE,"Chicago,IL,60618",06/02/2015,Canvass Re-inspection,Pass
1566401,ROANOKE,RESIDENCE INN,2398426,RESTAURANT,RISK 1 (HIGH),11 S LA SALLE ST,"Chicago,IL,60603",08/18/2015,License,Pass
1770368,SUN FRESH MARKET & DELI,SUN FRESH MARKET & DELI,2021825,GROCERY STORE,RISK 1 (HIGH),3640 N CENTRAL AVE,"CCHICAGO,IL,60634",05/09/2016,Canvass,Pass w/ Conditions
1234845,"OBERWEIS DAIRY, INC",OBERWEIS DAIRY,2180056,RESTAURANT,RISK 2 (MEDIUM),3055 N SHEFFIELD AVE,",IL,",08/23/2012,License,Fail
1546319,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,GROCERY STORE,RISK 1 (HIGH),3440 W MONTROSE AVE,"Chicago,IL,60618",05/22/2015,Canvass,Fail
1527521,WINDY CITY CHOPS INC,,2385439,GROCERY STORE,RISK 3 (LOW),2222 E 75TH ST,",IL,",03/05/2015,License,Pass
1591546,FAMILY DOLLAR #3301,FAMILY DOLLAR #3301,1247850,GROCERY STORE,RISK 3 (LOW),9101 S COMMERCIAL AVE,"Chicago,IL,60617",12/10/2015,Canvass,Pass
