index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
508,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes
819,10040,gadsden regional medical center,1007 goodyear avenue,gadsden,al,35903,etowah,2564944000,acute care hospitals,proprietary,yes
453,10019,helen keller memorial hospital,1300 south montgomery avenue,SHEFFIELP,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes
369,10086,northwest medical center,1530 u s highway 43,  WINFIELD  ,al,35594,marion,2054877736,acute care hospitals,proprietary,yes
243,10012,dekalb regional medical center,200 med center drive,  FORT PAYNE  ,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes
930,10046,riverview regional medical center,600 south third street,  GADSDEN  ,al,35901,etowah,2565435200,acute care hospitals,proprietary,yes
263,10015,southwest alabama medical center,33700 highway 43,THOMASVILLd,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes
811,10040,gadsden regional medical center,1007 goodyear avenue,GADSDhN,al,35903,etowah,2564944000,acute care hospitals,proprietary,yes
319,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yes
50,10005,marshall medical center south,2505 u s highway 431 north,  BOAZ  ,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes
447,20017,alaska regional hospital,2801 debarr road,ANCHORAGE,ak,99508,anchorage,9072761131,acute care hospitals,proprietary,yes
143,10008,crenshaw community hospital,101 hospital circle,  LUVERNE  ,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes
969,10049,medical center enterprise,400 n edwards street,  ENTERPRISE  ,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes
346,10055,flowers hospital,4370 west main street,  DOTHAN  ,al,36305,houston,3347935000,acute care hospitals,proprietary,yes
972,10049,medical center enterprise,400 n edwards street,enterprise,al,36330,coffee,3343470584,acute care hospitals,proprietary,yes
134,10008,crenshaw community hospital,101 hospital circle,LUVEqNE,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes
105,10007,mizell memorial hospital,702 n main st,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no
7,10018,callahan eye foundation hospital,1720 university blvd,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes
601,10027,elba general hospital,987 drayton street,ELBA,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes
497,10022,cherokee medical center,400 northwood dr,CENTRE,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes
