index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
26,10001,southeast alabama medical center,1108 ross clark circle,  DOTHAN  ,al,36302,houston,3347938701,  ACUTE CARE HOSPITALS  ,  GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY  ,yes
465,10019,helen keller memorial hospital,1300 south montgomery avenue,SHVFFIELD,al,35660,jefferson,2563864556,dCUTE CARE HOSPITALS,GOVERNMENT_-_HOSPITAL_DISTRICT_OR_AUTHORITY,yes
373,10086,northwest medical center,1530 u s highway 43,WINFIWLD,al,35594,marion,2054877736,ACUTE_CARE_HOSPITALS,IROPRIETARY,yes
731,10035,cullman regional medical center,1912 alabama highway 157,  CULLMAN  ,al,35058,cullman,2567372000,  ACUTE CARE HOSPITALS  ,government - hospital district or authority,yes
758,10036,andalusia regional hospital,849 south three notch street,ANDALlSIA,al,36420,covington,3342228466,  ACUTE CARE HOSPITALS  ,PROPRIETARY,no
358,10086,northwest medical center,1530 u s highway 43,WINFIEdD,al,35594,marion,2054877736,ACUTE_CARE_HOSPITALS,PROPQIETARY,yes
566,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,montgomery,3342938000,acute care hospitals,VOLUNTARY NON-PROFIT - PRIVATp,yes
768,10038,stringfellow memorial hospital,301 east 18th st,  ANNISTON  ,al,36201,calhoun,2562358900,ACUTY CARE HOSPITALS,proprietary,yes
643,10032,wedowee hospital,209 north main street,wedowee,al,36278,randolph,2563572111,ACUTE_CARE_HOSPITALS,  GOVERNMENT - LOCAL  ,no
608,10027,elba general hospital,987 drayton street,ELBA,al,36323,coffee,3348972257,ACUTE CARE POSPITALS,VOLUNTARY_NON-PROFIT_-_OTHER,yes
375,10086,northwest medical center,1530 u s highway 43,  WINFIELD  ,al,35594,marion,2054877736,ACUTE_CARE_HOSPITALS,PROPRIETARY,yes
96,10007,mizell memorial hospital,702 n main st,OPP,al,36467,covington,3344933541,ACUTE_CARE_HOSPITALS,  VOLUNTARY NON-PROFIT - PRIVATE  ,no
627,10029,east alabama medical center and snf,2000 pepperell parkway,  OPELIKA  ,al,36801,lee,3347493411,acute care hospitals,  GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY  ,yes
401,10108,prattville baptist hospital,124 s memorial dr,prattville,al,36067,autauga,3343614267,acute care hospitals,VOLUNTARY_NON-PROFIT_-_PRIVATE,yes
618,10029,east alabama medical center and snf,2000 pepperell parkway,OPELIKA,al,36801,lee,3347493411,ACUTE_CARE_HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT ORfAUTHORITY,yes
642,10032,wedowee hospital,209 north main street,  WEDOWEE  ,al,36278,randolph,2563572111,ACUTE_CARE_HOSPITALS,GOVERNMENT_-_LOCAL,no
290,10016,shelby baptist medical center,1000 first street north,ALABASTER,al,35007,shelby,2056208100,ACUTE_CARE_HOSPITALS,  VOLUNTARY NON-PROFIT - CHURCH  ,yes
341,10055,flowers hospital,4370 west main street,  DOTHAN  ,al,36305,houston,3347935000,acute care hospitals,PROPRAETARY,yes
310,10018,callahan eye foundation hospital,1720 university blvd,  BIRMINGHAM  ,al,35233,jefferson,2053258100,ACUTE CARE HOSPIiALS,VOLUNTARY_NON-PROFIT_-_PRIVATE,yes
316,10038,stringfellow memorial hospital,301 east 18th st,ANNISTON,al,36201,calhoun,2562358900,ACUTE CARE HOSPIeALS,proprietary,yes
