index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
173,10010,marshall medical center north,8000 alabama highway 69,  GUNTERSVILLE  ,al,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes
279,10016,shelby baptist medical center,1000 first street north,ALABASTER,al,35007,shelby,2056208100,ACUTE_CARE_HOSPITALS,voluntary non-profit - church,yes
487,10021,dale medical center,126 hospital ave,OZARK,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes
514,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,  ACUTE CARE HOSPITALS  ,voluntary non-profit - private,yes
673,10033,university of alabama hospital,619 south 19th street,BIRMbNGHAM,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes
919,10046,riverview regional medical center,600 south third street,GADStEN,al,35901,etowah,2565435200,  ACUTE CARE HOSPITALS  ,proprietary,yes
557,10024,jackson hospital & clinic inc,1725 pine street,NONTGOMERY,al,36106,montgomery,3342938000,ACUTE_CARE_HOSPITALS,voluntary non-profit - private,yes
130,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,crenshaw,3343353374,ACUTE_CARE_HOSPITALS,government - federal,yes
659,10032,wedowee hospital,209 north main street,WEDOWEE,al,36278,randolph,2563572111,  ACUTE CARE HOSPITALS  ,government - local,no
304,10018,callahan eye foundation hospital,1720 university blvd,BIRMINGHAM,al,35233,jefferson,2053258100,ACUTErCARE HOSPITALS,voluntary non-profit - private,yes
34,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes
281,10016,shelby baptist medical center,1000 first street north,ALABASTER,al,35007,shelby,2056208100,AuUTE CARE HOSPITALS,voluntary non-profit - church,yes
743,10036,andalusia regional hospital,849 south three notch street,ANDALUSIA,al,36420,covington,3342228466,  ACUTE CARE HOSPITALS  ,proprietary,no
733,10035,cullman regional medical center,1912 alabama highway 157,CULLiAN,al,35058,cullman,2567372000,acute care hospitals,government - hospital district or authority,yes
851,10043,chilton medical center,1010 lay dam road,CLANTZN,al,35045,chilton,2057552500,ACUTE CARE HOSPITALS,voluntary non-profit - private,yes
581,10025,g h lanier memorial hospital,4800 48th st,  VALLEY  ,al,36854,chambers,3347561400,ACUTE CAREDHOSPITALS,voluntary non-profit - other,yes
264,10015,southwest alabama medical center,33700 highway 43,THOMAuVILLE,al,36784,clarke,3346366221,ACUTE_CARE_HOSPITALS,government - federal,yes
718,10035,cullman regional medical center,1912 alabama highway 157,CULLMAN,al,35058,cullman,2567372000,  ACUTE CARE HOSPITALS  ,government - hospital district or authority,yes
138,10008,crenshaw community hospital,101 hospital circle,  LUVERNE  ,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes
202,10011,st vincents east,50 medical park east drive,BIuMINGHAM,al,35235,jefferson,2058383122,  ACUTE CARE HOSPITALS  ,voluntary non-profit - private,yes
