index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
891,10045,fayette medical center,1653 temple avenue north,fayette,al,35555,fayette,2059325966,  ACUTE CARE HOSPITALS  ,VOLUNTNRY NON-PROFIT - OTHER,yes
695,10034,community hospital inc,805 friendship road,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no
799,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,madison,2562651000,ACUTt CARE HOSPITALS,GOVERNMENT_-_HOSPITAL_DISTRICT_OR_AUTHORITY,yes
148,10009,hartselle medical center,201 pine street northwest,hartselle,al,35640,morgan,2567736511,acute care hospitals,JROPRIETARY,yes
859,10044,marion regional medical center,1256 military street south,hamilton,al,35570,marion,2059216200,acute care hospitals,  VOLUNTARY NON-PROFIT - PRIVATE  ,yes
447,20017,alaska regional hospital,2801 debarr road,anchorage,ak,99508,anchorage,9072761131,acute care hospitals,proprietary,yes
635,10029,east alabama medical center and snf,2000 pepperell parkway,opelika,al,36801,lee,3347493411,ACUTE_CARE_HOSPITALS,  GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY  ,yes
128,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,crenshaw,3343353374,ACUTE CARE HvSPITALS,  GOVERNMENT - FEDERAL  ,yes
813,10040,gadsden regional medical center,1007 goodyear avenue,gadsden,al,35903,etowah,2564944000,  ACUTE CARE HOSPITALS  ,PROPRIETARY,yes
439,20017,alaska regional hospital,2801 debarr road,anchorage,ak,99508,anchorage,9072761131,acute care hospitals,PROPRIETARY,yes
748,10036,andalusia regional hospital,849 south three notch street,andalusia,al,36420,covington,3342228466,acute care hospitals,PROPRIETARY,no
529,10023,baptist medical center south,2105 east south boulevard,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes
559,10024,jackson hospital & clinic inc,1725 pine street,montgomery,al,36106,montgomery,3342938000,  ACUTE CARE HOSPITALS  ,  VOLUNTARY NON-PROFIT - PRIVATE  ,yes
593,10027,elba general hospital,987 drayton street,elba,al,36323,coffee,3348972257,ACUTE CARE HiSPITALS,  VOLUNTARY NON-PROFIT - OTHER  ,yes
500,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,  ACUTE CARE HOSPITALS  ,voluntary non-profit - private,yes
506,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,acute care hospitals,VOLUNTARY_NON-PROFIT_-_PRIVATE,yes
46,10005,marshall medical center south,2505 u s highway 431 north,boaz,al,35957,marshall,2565938310,acute care hospitals,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,yes
21,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,houston,3347938701,ACUTE CAbE HOSPITALS,  GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY  ,yes
307,10018,callahan eye foundation hospital,1720 university blvd,birmingham,al,35233,jefferson,2053258100,ACUTE_CARE_HOSPITALS,VOLNNTARY NON-PROFIT - PRIVATE,yes
63,10005,marshall medical center south,2505 u s highway 431 north,boaz,al,35957,marshall,2565938310,ACUTE_CARE_HOSPITALS,government - hospital district or authority,yes
