index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
826,10040,gadsden regional medical center,1007 goodyear avenue,gadsden,al,35903,etowah,2564944000,acute care hospitals,proprietary,  YES  
375,10086,northwest medical center,1530 u s highway 43,winfield,al,35594,marion,2054877736,ACUTE_CARE_HOSPITALS,proprietary,YES
489,10021,dale medical center,126 hospital ave,ozark,al,36360,dale,3347742601,ACUTE_CARE_HOSPITALS,government - hospital district or authority,YES
609,10027,elba general hospital,987 drayton street,elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes
43,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,houston,3347938701,  ACUTE CARE HOSPITALS  ,government - hospital district or authority,yes
837,10043,chilton medical center,1010 lay dam road,clanton,al,35045,chilton,2057552500,acute care hospitals,voluntary non-profit - private,yes
248,10015,southwest alabama medical center,33700 highway 43,thomasville,al,36784,clarke,3346366221,ACUoE CARE HOSPITALS,government - federal,yes
335,10055,flowers hospital,4370 west main street,dothan,al,36305,houston,3347935000,ACUTE_CARE_HOSPITALS,proprietary,  YES  
206,10011,st vincents east,50 medical park east drive,birmingham,al,35235,jefferson,2058383122,ACUTE_CARE_HOSPITALS,voluntary non-profit - private,yes
989,10050,st vincents blount,150 gilbreath drive,oneonta,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,  YES  
580,10025,g h lanier memorial hospital,4800 48th st,valley,al,36854,chambers,3347561400,  ACUTE CARE HOSPITALS  ,voluntary non-profit - other,YES
95,10007,mizell memorial hospital,702 n main st,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,NG
790,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,madison,2562651000,ACUTE_CARE_HOSPITALS,government - hospital district or authority,NES
780,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,madison,2562651000,ACUTE_CARE_HOSPITALS,government - hospital district or authority,YES
308,10018,callahan eye foundation hospital,1720 university blvd,birmingham,al,35233,jefferson,2053258100,ACWTE CARE HOSPITALS,voluntary non-profit - private,pES
277,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,shelby,2056208100,  ACUTE CARE HOSPITALS  ,voluntary non-profit - church,KES
386,10087,univ of south alabama medical center,2451 fillingim street,mobile,al,36617,mobile,2514717110,  ACUTE CARE HOSPITALS  ,government - state,YtS
159,10009,hartselle medical center,201 pine street northwest,hartselle,al,35640,morgan,2567736511,  ACUTE CARE HOSPITALS  ,proprietary,yes
884,10045,fayette medical center,1653 temple avenue north,fayette,al,35555,fayette,2059325966,ACUTE_CARE_HOSPITALS,voluntary non-profit - other,yes
768,10038,stringfellow memorial hospital,301 east 18th st,anniston,al,36201,calhoun,2562358900,ACUTE_CARE_HOSPITALS,proprietary,YES
