index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
643,10032,wedowee hospital,209 north main street,wedowee,al,36278,RANDOLPH,2563572111,ACUTE_CARE_HOSPITALS,government - local,no
763,10036,andalusia regional hospital,849 south three notch street,andalusia,al,36420,  COVINGTON  ,3342228466,ACUTE_CARE_HOSPITALS,proprietary,  NO  
910,10046,riverview regional medical center,600 south third street,gadsden,al,35901,ETOWAH,2565435200,ACUTE CcRE HOSPITALS,proprietary,yes
200,10011,st vincents east,50 medical park east drive,birmingham,al,35235,  JEFFERSON  ,2058383122,qCUTE CARE HOSPITALS,voluntary non-profit - private,xES
587,10025,g h lanier memorial hospital,4800 48th st,valley,al,36854,chambers,3347561400,ACUTE CAhE HOSPITALS,voluntary non-profit - other,yes
798,10039,huntsville hospital,101 sivley rd,huntsville,al,35801,madison,2562651000,acute care hospitals,government - hospital district or authority,yes
653,10032,wedowee hospital,209 north main street,wedowee,al,36278,RANDOLPH,2563572111,acute care hospitals,government - local,no
756,10036,andalusia regional hospital,849 south three notch street,andalusia,al,36420,COVINGTON,3342228466,  ACUTE CARE HOSPITALS  ,proprietary,NO
417,10164,coosa valley medical center,315 w hickory st,sylacauga,al,35150,talladega,2562495000,  ACUTE CARE HOSPITALS  ,voluntary non-profit - other,no
499,10022,cherokee medical center,400 northwood dr,centre,al,35960,cherokee,2569275531,ACUTb CARE HOSPITALS,voluntary non-profit - private,yes
515,10022,cherokee medical center,400 northwood dr,centre,al,35960,  CHEROKEE  ,2569275531,ACUhE CARE HOSPITALS,voluntary non-profit - private,yes
457,10019,helen keller memorial hospital,1300 south montgomery avenue,sheffield,al,35660,JEFFERSON,2563864556,acute care hospitals,government - hospital district or authority,YES
882,10045,fayette medical center,1653 temple avenue north,fayette,al,35555,FAYETTE,2059325966,ACUTE_CARE_HOSPITALS,voluntary non-profit - other,YES
531,10023,baptist medical center south,2105 east south boulevard,montgomery,al,36116,  MONTGOMERY  ,3342882100,ACUTE_CARE_HOSPITALS,voluntary non-profit - church,  YES  
181,10010,marshall medical center north,8000 alabama highway 69,guntersville,al,35976,marshall,2565718000,ACUTE CARE HOSzITALS,government - hospital district or authority,  YES  
450,20017,alaska regional hospital,2801 debarr road,anchorage,ak,99508,anchorage,9072761131,ACUTE CARZ HOSPITALS,proprietary,  YES  
753,10036,andalusia regional hospital,849 south three notch street,andalusia,al,36420,  COVINGTON  ,3342228466,ACUTE_CARE_HOSPITALS,proprietary,Nu
810,10040,gadsden regional medical center,1007 goodyear avenue,gadsden,al,35903,etowah,2564944000,  ACUTE CARE HOSPITALS  ,proprietary,YES
267,10015,southwest alabama medical center,33700 highway 43,thomasville,al,36784,  CLARKE  ,3346366221,acute care hospitals,government - federal,  YES  
59,10005,marshall medical center south,2505 u s highway 431 north,boaz,al,35957,MARSHALL,2565938310,ACUTE_CARE_HOSPITALS,government - hospital district or authority,YES
